UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (1) CANDIDATE LOST DEPOSIT,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,PR (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPDENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPDENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPDENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.169,SABAH,P.169,KOTA BELUD,BN - UMNO,,51467,5095,84.52,43502,79,1109,42314,UMNO,DATO' ABD RAHMAN BIN DAHLAN,MALE,,21768,,PKR,ISNARAISSAH MUNIRAH MAJILIS,FEMALE,,16673,,,,,,,,,,,,,,STAR,JALUMIN BIN BAYOGOH,MALE,,2709,LOST DEPOSIT,,,,,,,INDEPENDENT - FISH,LAMSIL HAMIDSOR,MALE,,979,LOST DEPOSIT,INDEPENDENT - KEY,KANUL GINDOL,MALE,,185,LOST DEPOSIT,,,,,,,,,,,,
P.170,SABAH,P.170,TUARAN,BN - UPKO,,48276,5190,84.62,40849,89,807,39953,UPKO,DATUK MADIUS TANGAU,MALE,,20685,,PKR,DATUK SERI PANGLIMA WILFRED M. BUMBURING,MALE,,15495,,,,,,,,,,,,,,STAR,SAMIN @ JASMIN BIN DULIN,MALE,,1509,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,ERVEANA HJ. ANSARI,FEMALE,,2264,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.171,SABAH,P.171,SEPANGGAR,BN - UMNO,,53374,9442,81.50,43500,84,1167,42249,UMNO,DATUK JUMAT BIN IDRIS,MALE,,22845,,DAP,JEFFREY KUMIN @ JOHN,MALE,,13403,,,,,,,,SAPP,DON CHIN HON KIONG,MALE,,4070,LOST DEPOSIT,STAR,DANIEL JOHN JAMBUN,MALE,,1931,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.172,SABAH,P.172,KOTA KINABALU,PR - DAP,,50516,18959,78.29,39548,60,506,38982,PBS,CHIN TEK MING,MALE,,9557,,DAP,WONG SZE PHIN @ JIMMY,MALE,,28516,,,,,,,,,,,,,,STAR,LIEW HOCK LEONG @ MICHAEL,MALE,,909,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.173,SABAH,P.173,PUTATAN,BN - UPKO,,37490,9507,79.85,29936,176,665,29095,UPKO,DATUK DR. MAKIN @ MARCUS MOJIGOH,MALE,,17465,,DAP,LEE HAN KYUN @ JOSEPH LEE,MALE,,7958,,,,,,,,SAPP,DULI @ DULLIE BIN MARI @ MARIE,MALE,,1068,LOST DEPOSIT,STAR,AWANG AHMAD SAH,MALE,,2604,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.174,SABAH,P.174,PENAMPANG,PR - PKR,,44323,10216,83.21,36882,64,719,36099,UPKO,TAN SRI BERNARD GILUK DOMPOK,MALE,,12382,,PKR,DARELL LEIKING,MALE,,22598,,,,,,,,,,,,,,STAR,MELANIE ANNOL,FEMALE,,1119,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.175,SABAH,P.175,PAPAR,BN - UMNO,,38771,10535,85.79,33262,68,499,32695,UMNO,ROSNAH BTE HJ ABD RASHID SHIRLIN,FEMALE,,21196,,PKR,MOHAMMAD YAHYA @ YAHYA BIN LAMPONG,MALE,,10661,,,,,,,,,,,,,,STAR,BALON BIN MUJIM,MALE,,838,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.176,SABAH,P.176,KIMANIS,BN - UMNO,,26628,5723,87.01,23170,42,453,22675,UMNO,ANIFAH BIN AMAN,MALE,,13754,,PKR,JAAFAR ISMAIL,MALE,,8031,,,,,,,,SAPP,JAMIL BIN WILLIAM CORE,MALE,,650,LOST DEPOSIT,STAR,LUSIN BIN BALANGON,MALE,,240,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.177,SABAH,P.177,BEAUFORT,BN - UMNO,,30097,672,86.39,26000,50,559,25391,UMNO,DATUK HJH. AZIZAH MOHD DUN,FEMALE,,12827,,PKR,LAJIM BIN UKIN,MALE,,12155,,,,,,,,,,,,,,STAR,GUAN DEE BIN KOH HOI,MALE,,409,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.178,SABAH,P.178,SIPITANG,BN - UMNO,,29177,9469,83.58,24387,58,539,23790,UMNO,DATUK SAPAWI BIN AMAT WASALI @ AHMAD,MALE,,16377,,PKR,HAJI RAMLE B. DUA,MALE,,6908,,,,,,,,SAPP,KAMIS BIN DAMING,MALE,,505,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.179,SABAH,P.179,RANAU,BN - UPKO,,39053,3611,80.55,31458,62,666,30730,UPKO,DATUK EWON EBIN,MALE,,15434,,PKR,JONATHAN YASIN,MALE,,11823,,,,,,,,,,,,,,STAR,JULIANAH BTE SITUN @ WIDYA JULIA,FEMALE,,2559,LOST DEPOSIT,,,,,,,INDEPENDENT - KEY,YAZID BIN SAHJINAN,MALE,,914,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.180,SABAH,P.180,KENINGAU,BN - PBS,,43691,3918,82.73,36144,46,555,35543,PBS,JOSEPH PAIRIN KITINGAN,MALE,,15818,,PKR,STEPHEN SANDOR,MALE,,7825,,,,,,,,,,,,,,STAR,DATUK DR. JEFFREY KITINGAN,MALE,,11900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.181,SABAH,P.181,TENOM,BN - UMNO,,25304,3886,82.77,20944,18,632,20294,UMNO,RAIME BIN UNGGI,MALE,,9771,,PKR,MASDIN BIN TUMAS,MALE,,5885,,,,,,,,SAPP,JIMMY JAWATAH,MALE,,1766,LOST DEPOSIT,STAR,HASMIN AZROY ABDULLAH,MALE,,2449,LOST DEPOSIT,KITA,MUTANG @ SYLVESTER BIN DAWAT,MALE,,423,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.182,SABAH,P.182,PENSIANGAN,BN - PBRS,,26194,1744,81.66,21391,12,483,20896,PBRS,JOSEPH KURUP,MALE,,9467,,PKR,RICHARD SAKIAN BIN GUNTING,MALE,,7723,,,,,,,,,,,,,,STAR,MARTIN TOMY @ TOMMY,MALE,,3554,,,,,,,,INDEPENDENT - HIBISCUS,FATIMAH BINTI AGITOR @ MOHD DAUD,FEMALE,,152,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.183,SABAH,P.183,BELURAN,BN - UMNO,,24688,9988,76.62,18915,1,552,18362,UMNO,DATUK RONALD KIANDEE,MALE,,13174,,PKR,JAMES BIN MIKI,MALE,,3186,,,,,,,,,,,,,,STAR,RAIMON BIN LANJAT,MALE,,1460,LOST DEPOSIT,,,,,,,INDEPENDENT - ELEPHANT,DATU KAMARUDDIN BIN DATU MUSTAPHA,MALE,,542,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.184,SABAH,P.184,LIBARAN,BN - UMNO,,39772,11586,80.76,32119,103,713,31303,UMNO,JUSLIE HAJI AJIROL,MALE,,19584,,PKR,MOHD SERMAN,MALE,,7998,,,,,,,,,,,,,,STAR,ROSNAH BINTI UNSARI,FEMALE,,502,LOST DEPOSIT,,,,,,,INDEPENDENT - TREE,SAHAR BIN SAKA,MALE,,3219,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.185,SABAH,P.185,BATU SAPI,BN - PBS,,30199,3798,77.49,23400,44,574,22782,PBS,TSEN THAU LIN,FEMALE,,13085,,,,,,,,PAS,HAJI HAMZAH,MALE,,9287,,,,,,,,STAR,SAIFUL BAHARI RASHADA BIN AHMAD,MALE,,410,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.186,SABAH,P.186,SANDAKAN,PR - DAP,,37058,1088,75.35,27923,34,525,27364,LDP,LIEW VUI KEONG,MALE,,13138,,DAP,WONG TIEN FATT @ WONG NYUK FOH,MALE,,14226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.187,SABAH,P.187,KINABATANGAN,BN - UMNO,,24748,9731,80.80,19997,37,654,19306,UMNO,BUNG MOKTAR RADIN,MALE,,13377,,PKR,ABDULLAH BIN ABDUL SANI,MALE,,3646,,,,,,,,,,,,,,STAR,YAMBUYA BIN PARANTIS @ CYRIL PONGOD,MALE,,1153,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,HAJI ALI LATIP BIN HAJI TAHA,MALE,,1130,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.188,SABAH,P.188,SILAM,BN - UMNO,,51662,13387,76.77,39663,57,1077,38529,UMNO,DATU NASRUN BIN DATU MANSUR,MALE,,23058,,PKR,BADRULAMIN BAHRON,MALE,,9671,,,,,,,,,,,,,,STAR,APAS @ NAWAWIE BIN SAKING,MALE,,841,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,HJ DUMI BIN PG. MASDAL,MALE,,4959,,,,,,,,,,,,,,,,,,,
P.189,SABAH,P.189,SEMPORNA,BN - UMNO,,41549,20905,76.04,31595,72,985,30538,UMNO,DATUK SERI HJ. MOHD SHAFIE BIN HJ. APDAL,MALE,,25559,,PKR,ZAMREE @ MOHD SUFFIAN B ABDUL HABI,MALE,,4654,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HOUSE,DATU BADARUDDIN TUN MUSTAPHA,MALE,,325,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.190,SABAH,P.190,TAWAU,BN - PBS,,51538,4979,77.20,39787,129,789,38869,PBS,MARY YAP KAIN CHING,FEMALE,,21331,,PKR,KONG HONG MING,MALE,,16352,,,,,,,,SAPP,CHUA SOON BUI,FEMALE,,633,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT - HOUSE,AHMAD AWANG,MALE,,553,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.191,SABAH,P.191,KALABAKAN,BN - UMNO,,46793,14221,77.43,36230,98,1027,35105,UMNO,ABDUL GHAPUR,MALE,,23125,,,,,,,,PAS,USMAN MADEAMING,MALE,,8904,,,,,,,,STAR,MALVINE REYES,MALE,,603,LOST DEPOSIT,,,,,,,INDEPENDENT - HOUSE,FREDDIE JAPAT ANAK SIMBOL,MALE,,137,LOST DEPOSIT,INDEPENDENT - SPECTACLES,SIAMSIR BIN BORHAN,MALE,,891,LOST DEPOSIT,INDEPENDENT - SHIRT,YAHYA BIN ZAINAL,MALE,,132,LOST DEPOSIT,INDEPENDENT - CHAIR,MOHD BIN MANUKE,MALE,,1313,LOST DEPOSIT
P.192,SARAWAK,P.192,MAS GADING,BN - SPDP,,25771,2156,79.10,20384,31,224,20129,SPDP,NOGEH ANAK GUMBEK,MALE,,8265,,DAP,MORDI ANAK BIMOL,MALE,,5293,,,,,,,,,,,,,,STAR,PATRICK ANEK UREN,MALE,,462,LOST DEPOSIT,,,,,,,INDEPENDENT - KEY,DATUK DR. TIKI LAFE,MALE,,6109,,,,,,,,,,,,,,,,,,,
P.193,SARAWAK,P.193,SANTUBONG,BN - PBB,,37017,20936,79.12,29286,79,394,28813,PBB,WAN JUNAIDI BIN TUANKU JAAFAR,MALE,,24655,,PKR,ZULRUSDI BIN MOHAMAD HOL,MALE,,3719,,,,,,,,,,,,,,STAR,MURA BIN KADIR,MALE,,206,LOST DEPOSIT,,,,,,,INDEPENDENT - KEY,AFFENDI BIN JEMAN,MALE,,233,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.194,SARAWAK,P.194,PETRA JAYA,BN - PBB,,49750,21443,76.72,38170,174,321,37675,PBB,HAJI FADILLAH YUSOF,MALE,,29559,,PKR,AHMAD NAZIB BIN JOHARI,MALE,,8116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.195,SARAWAK,P.195,BANDAR KUCHING,PR - DAP,,53336,19642,76.64,40879,54,201,40624,SUPP,TAN KAI,MALE,,10491,,DAP,CHONG CHIENG JEN,MALE,,30133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.196,SARAWAK,P.196,STAMPIN,PR - DAP,,84732,18670,77.32,65515,132,488,64895,SUPP,YONG KHOON SENG,MALE,,22993,,DAP,JULIAN TAN KOK PING,MALE,,41663,,,,,,,,,,,,,,STAR,SOO LINA,FEMALE,,239,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.197,SARAWAK,P.197,KOTA SAMARAHAN,BN - PBB,,38158,17401,82.85,31612,81,528,31003,PBB,RUBIAH BINTI HAJI WANG,FEMALE,,24202,,,,,,,,PAS,ABANG AHMAD,MALE,,6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.198,SARAWAK,P.198,MAMBONG,BN - PBB,,42344,9721,77.21,32695,116,674,31905,PBB,DATO DR JAMES DAWOS ANAK MAMIT,MALE,,20461,,PKR,WILLIE MONGIN,MALE,,10740,,,,,,,,,,,,,,STAR,DR DRIPIN ANAK SAKOI,MALE,,704,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.199,SARAWAK,P.199,SERIAN,BN - SUPP,,33713,13151,78.79,26562,39,296,26227,SUPP,DATUK RICHARD RIOT ANAK JAEM,MALE,,19494,,DAP,EDWARD ANAK ANDREW LUWAK,MALE,,6343,,,,,,,,,,,,,,STAR,JOHNNY ANAK APUT,MALE,,390,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.200,SARAWAK,P.200,BATANG SADONG,BN - PBB,,19839,11260,78.34,15541,20,227,15294,PBB,NANCY BINTI SHUKRI,FEMALE,,13277,,,,,,,,PAS,DR (H) MOHAMAD BIN JOLHI,MALE,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.201,SARAWAK,P.201,BATANG LUPAR,BN - PBB,,27360,10964,75.86,20754,43,425,20286,PBB,ROHANI  ABDUL KARIM,FEMALE,,15625,,PKR,ABG. ZULKIFLI ABG. ENGKEH,MALE,,4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.202,SARAWAK,P.202,SRI AMAN,BN - PRS,,29789,6550,75.23,22409,56,224,22129,PRS,MASIR ANAK KUJAT,MALE,,12168,,PKR,NICHOLAS MUJAH ANAK ASON,MALE,,5618,,,,,,,,SWP,WILFRED LANDONG,MALE,,476,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT - FISH,DONALD LAWAN,MALE,,3867,,,,,,,,,,,,,,,,,,,
P.203,SARAWAK,P.203,LUBOK ANTU,BN - PRS,,19303,4091,78.57,15166,28,143,14995,PRS,WILLIAM NYALLAU,MALE,,8278,,PKR,NICHOLAS BAWIN ANGGAT,MALE,,2530,,,,,,,,SWP,LARRY SOON @ LARRY SNG WEI SHIEN,MALE,,4187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.204,SARAWAK,P.204,BETONG,BN - PBB,,26322,10887,77.65,20439,59,315,20065,PBB,DATO SRI DOUGLAS UGGAH EMBAS,MALE,,15476,,PKR,CECILIA SITI UNA,FEMALE,,4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.205,SARAWAK,P.205,SARATOK,BN - SPDP,,27562,2081,80.31,22136,78,258,21800,SPDP,TAN SRI WILLIAM  MAWAN IKOM,MALE,,11600,,PKR,ALI ANAK BIJU,MALE,,9519,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,CIKGU ROSELI PALENG,MALE,,681,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.206,SARAWAK,P.206,TANJONG MANIS,BN - PBB,,19215,10964,74.95,14402,58,238,14106,PBB,DATUK NORAH TUN ABDUL RAHMAN,FEMALE,,12535,,,,,,,,PAS,KAK JUE,FEMALE,,1571,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.207,SARAWAK,P.207,IGAN,BN - PBB,,17771,10149,78.21,13898,33,222,13643,PBB,DATUK HAJI ABDUL WAHAB BIN HAJI DOLAH,MALE,,11896,,,,,,,,PAS,AJIJI FAUZAN,MALE,,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.208,SARAWAK,P.208,SARIKEI,PR - DAP,,36550,505,77.57,28353,55,277,28021,SUPP,DING KUONG HIING,MALE,,13758,,DAP,WONG LING BIU,MALE,,14263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.209,SARAWAK,P.209,JULAU,BN - PRS,,22522,5955,75.36,16973,16,278,16679,PRS,DATUK JOSEPH SALANG,MALE,,9891,,PKR,ANDY WONG HONG YU,MALE,,2852,,,,,,,,SWP,WONG ANAK JUDAT,MALE,,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.210,SARAWAK,P.210,KANOWIT,BN - PRS,,19433,3042,70.80,13759,16,276,13467,PRS,DATUK AARON AGO DAGANG,MALE,,8046,,PKR,THOMAS LAJA ANAK BESI,MALE,,5004,,,,,,,,SWP,ELLISON LUDAN,MALE,,417,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.211,SARAWAK,P.211,LANANG,PR - DAP,,57143,8630,78.67,44956,56,304,44596,SUPP,TIONG THAI KING,MALE,,17983,,DAP,ALICE LAU KIONG YIENG,FEMALE,,26613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.212,SARAWAK,P.212,SIBU,PR - DAP,,64601,2841,79.86,51588,114,496,50978,SUPP,VINCENT LAU LEE MING,MALE,,23967,,DAP,OSCAR LING CHAI YEW,MALE,,26808,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,NARAWI BIN HARON,MALE,,203,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.213,SARAWAK,P.213,MUKAH,BN - PBB,,26477,12764,75.08,19879,41,417,19421,PBB,MUHAMMAD LEO MICHAEL TOYAD,MALE,,14983,,DAP,HAI BIN MERAWIN @ BONAVENTURE,MALE,,2219,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,SYLVESTER AJAH SUBAH @ AJAH BIN SUBAH,MALE,,2219,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.214,SARAWAK,P.214,SELANGAU,BN - PRS,,25461,7555,81.51,20753,28,309,20416,PRS,DATUK JOSEPH ENTULU BELAUN,MALE,,12040,,PKR,JOSHUA JABENG,MALE,,3891,,,,,,,,SWP,DATO’ SNG CHEE HUA,MALE,,4485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.215,SARAWAK,P.215,KAPIT,BN - PBB,,26195,9731,66.71,17474,42,271,17161,PBB,ALEXANDER NANTA LINGGI,MALE,,13446,,DAP,RAMLI ANAK MALAKA,MALE,,3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.216,SARAWAK,P.216,HULU RAJANG,BN - PRS,,21686,5834,68.08,14763,21,213,14529,PRS,WILSON UGAK ANAK KUMBONG,MALE,,9117,,PKR,ABUN SUI ANYIT,MALE,,3283,,,,,,,,SWP,GEORGE ANAK LAGONG,MALE,,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.217,SARAWAK,P.217,BINTULU,BN - SPDP,,59893,7433,76.75,45968,27,458,45483,SPDP,DATO’ SERI TIONG KING SING,MALE,,26458,,DAP,DR. JOHN BRIAN ANTHONY,MALE,,19025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.218,SARAWAK,P.218,SIBUTI,BN - PBB,,28351,6066,73.88,20947,29,288,20630,PBB,AHMAD LAI BIN BUJANG,MALE,,13348,,,,,,,,PAS,ROBBY ZAID TANDANG,MALE,,7282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.219,SARAWAK,P.219,MIRI,PR - PKR,,71170,1992,74.21,52813,51,630,52132,SUPP,DATO’ SEBASTIAN TING CHIEW YEW,MALE,,24917,,PKR,DR MICHAEL TEO YU KENG,MALE,,26909,,,,,,,,,,,,,,STAR,CHONG KON FATT,MALE,,306,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.220,SARAWAK,P.220,BARAM,BN - SPDP,,29385,194,63.96,18796,21,242,18533,SPDP,ANYI NGAU,MALE,,9182,,PKR,ROLAND ENGAN,MALE,,8988,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HIBISCUS,PATRICK SIBAT,MALE,,363,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.221,SARAWAK,P.221,LIMBANG,BN - PBB,,24278,8301,73.78,17912,53,162,17697,PBB,HASBI BIN HABIBOLLAH,MALE,,12999,,PKR,BARU BIAN,MALE,,4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.222,SARAWAK,P.222,LAWAS,BN - PBB,,18845,6030,74.89,14113,41,177,13895,PBB,DATO HENRY SUM AGONG,MALE,,9928,,DAP,DR. BOB BARU LANGUB,MALE,,3898,,,,,,,,,,,,,,STAR,ALIRAHMAN BIN KAMSEH,MALE,,69,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
