UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2023)
P.033_N.02,TERENGGANU,P.033,BESUT,N.02,KOTA PUTERA,32792,98.73,0.51,0.05,0.02,0.06,0.05,0.59,99.15,0.00,0.81,0.03,7.91,25.97,25.68,16.46,11.76,7.9,3.3,0.86,0.16,49.8,50.2,SEMI URBAN
P.033_N.03,TERENGGANU,P.033,BESUT,N.03,JERTIH,29088,94.19,3.24,0.14,0.01,0.07,0.04,0.45,99.78,0.02,0.21,0.00,6.95,23.83,25.3,17.42,12.64,8.76,3.85,1.11,0.15,49,51,SEMI URBAN
P.033_N.04,TERENGGANU,P.033,BESUT,N.04,HULU BESUT,23846,98.74,0.79,0.04,0.09,0.07,0.01,0.26,99.92,0.01,0.07,0.00,6.7,23.52,26.52,17.19,12.39,8.45,4.03,1.03,0.18,49.7,50.3,RURAL
P.034_N.05,TERENGGANU,P.034,SETIU,N.05,JABI,25192,99.04,0.37,0.04,0.02,0.11,0.03,0.40,100.00,0.00,0.00,0.00,6.84,24.49,25.38,18.24,12.62,7.75,3.54,0.94,0.21,49.6,50.4,RURAL
P.034_N.06,TERENGGANU,P.034,SETIU,N.06,PERMAISURI,30739,99.10,0.40,0.03,0.02,0.08,0.06,0.31,99.27,0.01,0.66,0.07,7.16,26.03,26.26,17.35,11.67,7.52,2.96,0.89,0.15,49.8,50.2,RURAL
P.034_N.07,TERENGGANU,P.034,SETIU,N.07,LANGKAP,22439,99.30,0.04,0.03,0.02,0.10,0.06,0.45,99.92,0.00,0.08,0.00,6.66,22.86,26.21,19.12,11.81,7.54,4.35,1.25,0.2,49.9,50.1,RURAL
P.034_N.08,TERENGGANU,P.034,SETIU,N.08,BATU RAKIT,29919,99.40,0.23,0.04,0.02,0.10,0.07,0.14,99.82,0.00,0.18,0.00,6.64,23.01,26.66,17.8,12.24,8.85,3.66,0.98,0.14,49.3,50.7,SEMI URBAN
P.035_N.09,TERENGGANU,P.035,KUALA NERUS,N.09,TEPUH,30448,98.68,0.66,0.05,0.01,0.06,0.04,0.51,99.98,0.00,0.01,0.00,7.8,25.39,26.68,16.44,11.61,7.74,3.3,0.96,0.08,49.4,50.6,SEMI URBAN
P.035_N.10,TERENGGANU,P.035,KUALA NERUS,N.10,BULUH GADING,27845,98.15,1.56,0.05,0.01,0.05,0.03,0.15,100.00,0.00,0.00,0.00,6.75,22.96,26.09,18.14,12.46,8.49,3.81,1.16,0.13,49.6,50.4,SEMI URBAN
P.035_N.11,TERENGGANU,P.035,KUALA NERUS,N.11,SEBERANG TAKIR,27733,98.97,0.23,0.11,0.03,0.24,0.17,0.25,94.37,0.02,2.73,2.88,7.71,27.6,26.74,15.72,10.76,7.84,2.9,0.65,0.08,51,49,URBAN
P.035_N.12,TERENGGANU,P.035,KUALA NERUS,N.12,BUKIT TUNGGAL,21055,97.48,1.92,0.14,0.00,0.09,0.03,0.33,99.98,0.02,0.00,0.00,6.43,22.1,26.54,18.26,12.88,8.97,3.76,0.91,0.16,50.4,49.6,URBAN
P.036_N.13,TERENGGANU,P.036,KUALA TERENGGANU,N.13,WAKAF MEMPELAM,34509,99.17,0.45,0.10,0.01,0.03,0.02,0.23,99.98,0.02,0.00,0.00,6.1,21.78,26.91,18.63,12.39,8.81,4.09,1.17,0.14,49.2,50.8,URBAN
P.036_N.14,TERENGGANU,P.036,KUALA TERENGGANU,N.14,BANDAR,22057,66.65,31.52,1.17,0.00,0.07,0.05,0.55,99.66,0.01,0.33,0.00,3.57,14.33,20.9,16.85,16.98,16.26,7.8,2.64,0.67,49.8,50.2,URBAN
P.036_N.15,TERENGGANU,P.036,KUALA TERENGGANU,N.15,LADANG,26250,89.29,8.93,0.95,0.03,0.21,0.13,0.46,95.05,0.02,4.80,0.13,4.76,18.92,25.59,17.93,14.32,11.47,5.02,1.72,0.27,50.6,49.4,URBAN
P.036_N.16,TERENGGANU,P.036,KUALA TERENGGANU,N.16,BATU BURUK,40759,96.63,2.42,0.31,0.01,0.06,0.04,0.52,99.92,0.01,0.07,0.00,6.62,22.7,25.65,17.99,12.78,9.04,4.06,1.05,0.11,49.4,50.6,URBAN
P.037_N.17,TERENGGANU,P.037,MARANG,N.17,ALUR LIMBAT,36087,96.80,2.69,0.09,0.01,0.06,0.06,0.29,99.48,0.01,0.00,0.51,7.16,24.69,26.08,16.76,11.95,8.44,3.71,1.09,0.13,49.8,50.2,SEMI URBAN
P.037_N.18,TERENGGANU,P.037,MARANG,N.18,BUKIT PAYUNG,28823,99.02,0.29,0.07,0.01,0.04,0.05,0.53,99.92,0.01,0.06,0.00,7.27,24.16,25.83,16.47,12.68,8.76,3.71,1,0.13,49.1,50.9,SEMI URBAN
P.037_N.19,TERENGGANU,P.037,MARANG,N.19,RU RENDANG,32867,99.02,0.38,0.09,0.01,0.06,0.02,0.41,99.49,0.00,0.51,0.00,7.1,23.83,26.41,17.25,12.45,8.42,3.48,0.95,0.12,50,50,SEMI URBAN
P.037_N.20,TERENGGANU,P.037,MARANG,N.20,PENGKALAN BERANGAN,35248,95.73,3.59,0.07,0.01,0.09,0.05,0.38,98.98,0.01,1.00,0.00,6.71,23.58,26.17,17.39,13.15,8.42,3.23,1.22,0.14,49.7,50.3,RURAL
P.038_N.21,TERENGGANU,P.038,HULU TERENGGANU,N.21,TELEMUNG,21495,98.27,0.08,0.01,1.29,0.02,0.02,0.30,99.93,0.00,0.07,0.00,6.05,22.59,26.97,17.92,11.25,9.14,4.41,1.42,0.26,49.8,50.2,RURAL
P.038_N.22,TERENGGANU,P.038,HULU TERENGGANU,N.22,MANIR,20639,99.45,0.29,0.03,0.01,0.04,0.02,0.16,99.89,0.01,0.10,0.00,6.26,22.1,26.75,17.92,12.93,8.68,4.03,1.15,0.18,49.5,50.5,SEMI URBAN
P.038_N.23,TERENGGANU,P.038,HULU TERENGGANU,N.23,KUALA BERANG,21428,98.85,0.64,0.04,0.02,0.12,0.07,0.26,99.13,0.00,0.87,0.00,6.11,21.66,26.29,17.03,12.89,9.47,4.69,1.65,0.21,49.5,50.5,SEMI URBAN
P.038_N.24,TERENGGANU,P.038,HULU TERENGGANU,N.24,AJIL,24922,98.78,0.63,0.05,0.01,0.08,0.05,0.41,99.94,0.00,0.05,0.00,6.14,21.29,27.81,19.38,11.44,8.99,3.68,1.06,0.21,49.6,50.4,RURAL
P.039_N.25,TERENGGANU,P.039,DUNGUN,N.25,BUKIT BESI,18195,99.08,0.19,0.12,0.01,0.10,0.04,0.45,99.75,0.01,0.25,0.00,6.53,23.11,25.59,18.29,13.43,7.77,3.9,1.24,0.14,49.9,50.1,RURAL
P.039_N.26,TERENGGANU,P.039,DUNGUN,N.26,RANTAU ABANG,33394,97.95,0.47,0.09,0.03,0.10,0.06,1.29,98.55,0.00,1.45,0.00,8.15,26.18,25.99,16.4,12.18,7.57,2.84,0.63,0.07,50.3,49.7,SEMI URBAN
P.039_N.27,TERENGGANU,P.039,DUNGUN,N.27,SURA,30206,93.05,6.05,0.36,0.01,0.07,0.05,0.42,99.87,0.02,0.00,0.11,6.28,22.23,24.19,17.17,14.49,10.13,4.02,1.17,0.32,49.5,50.5,URBAN
P.039_N.28,TERENGGANU,P.039,DUNGUN,N.28,PAKA,34839,94.34,4.52,0.13,0.03,0.23,0.13,0.62,99.83,0.01,0.16,0.00,8.04,24.54,26.38,18.46,10.91,8,3.16,0.43,0.09,50.4,49.6,SEMI URBAN
P.040_N.29,TERENGGANU,P.040,KEMAMAN,N.29,KEMASIK,28618,96.18,2.76,0.31,0.03,0.08,0.09,0.55,99.84,0.02,0.14,0.00,7.47,23.19,26.2,18.21,12,9.08,2.99,0.74,0.12,50.8,49.2,SEMI URBAN
P.040_N.30,TERENGGANU,P.040,KEMAMAN,N.30,KIJAL,29491,96.94,1.63,0.18,0.02,0.09,0.13,1.11,99.92,0.00,0.04,0.03,7.69,23.9,25.37,17.87,13.26,8.19,2.85,0.74,0.14,50.6,49.4,RURAL
P.040_N.31,TERENGGANU,P.040,KEMAMAN,N.31,CUKAI,39153,86.82,11.41,0.84,0.01,0.17,0.19,0.56,99.18,0.01,0.81,0.00,7.3,22.48,22.99,17.27,14.22,10.16,4.28,1.02,0.28,50.7,49.3,URBAN
P.040_N.32,TERENGGANU,P.040,KEMAMAN,N.32,AIR PUTIH,43826,94.90,2.76,0.62,0.70,0.10,0.14,0.78,99.93,0.01,0.06,0.00,7.98,25.14,26.24,17.74,10.98,7.7,3.37,0.73,0.13,50.3,49.7,SEMI URBAN
P.041_N. 01,PULAU PINANG,P.041,KEPALA BATAS,N. 01,PENAGA,25468,92.98,6.31,0.41,0.01,0.07,0.03,0.20,100.00,0.00,0.00,0.00,7.24,23.06,19.84,17.82,16.16,9.29,4.95,1.43,0.21,48.8,51.2,SEMI URBAN
P.041_N. 02,PULAU PINANG,P.041,KEPALA BATAS,N. 02,BERTAM,23999,68.89,21.83,8.69,0.02,0.15,0.09,0.35,97.22,0.02,2.76,0.00,6.17,20.19,21.4,17.98,15.25,11.05,5.89,1.81,0.25,50.3,49.7,SEMI URBAN
P.041_N. 03,PULAU PINANG,P.041,KEPALA BATAS,N. 03,PINANG TUNGGAL,34723,78.81,17.13,3.65,0.01,0.08,0.05,0.28,100.00,0.00,0.00,0.00,8.63,25.35,20.36,16.74,13.67,9.13,4.59,1.36,0.17,49.2,50.8,SEMI URBAN
P.042_N. 04,PULAU PINANG,P.042,TASEK GELUGOR,N. 04,PERMATANG BERANGAN,28519,86.70,6.28,6.63,0.01,0.05,0.04,0.29,99.85,0.00,0.14,0.00,7.12,23.28,21.82,17.29,13.93,9.74,4.95,1.64,0.22,48.2,51.8,SEMI URBAN
P.042_N. 05,PULAU PINANG,P.042,TASEK GELUGOR,N. 05,SUNGAI DUA,28100,81.13,16.04,2.39,0.00,0.17,0.05,0.22,99.85,0.00,0.15,0.00,6.85,22.37,21.2,17.76,15.16,10.11,4.91,1.47,0.17,49,51,SEMI URBAN
P.042_N. 06,PULAU PINANG,P.042,TASEK GELUGOR,N. 06,TELOK AYER TAWAR,24784,64.82,23.82,10.13,0.04,0.32,0.38,0.48,90.38,0.02,0.12,9.49,5.01,20.53,24.56,18.74,13.55,10.31,5.46,1.58,0.26,51.3,48.7,SEMI URBAN
P.043_N. 07,PULAU PINANG,P.043,BAGAN,N. 07,SUNGAI PUYU,35904,8.41,83.11,8.11,0.00,0.12,0.02,0.23,99.99,0.01,0.00,0.00,5.29,17.29,19.14,18.73,17.29,13.26,6.67,2.04,0.28,49.7,50.3,URBAN
P.043_N. 08,PULAU PINANG,P.043,BAGAN,N. 08,BAGAN JERMAL,32529,15.98,66.67,16.75,0.01,0.12,0.07,0.40,99.98,0.02,0.00,0.00,4.74,16.66,17.61,18.47,17.07,14.21,8.38,2.37,0.5,48.8,51.2,URBAN
P.043_N. 09,PULAU PINANG,P.043,BAGAN,N. 09,BAGAN DALAM,21221,23.04,49.74,26.50,0.00,0.18,0.04,0.49,99.15,0.00,0.85,0.00,3.69,13.64,17.39,16.81,17.87,17.21,9.65,2.76,0.98,49.4,50.6,URBAN
P.044_N. 10,PULAU PINANG,P.044,PERMATANG PAUH,N. 10,SEBERANG JAYA,49215,68.55,18.25,12.11,0.03,0.25,0.13,0.67,98.58,0.01,1.41,0.00,6.57,21.9,21.4,17.95,14.53,11.38,5.09,1.04,0.13,49,51,URBAN
P.044_N. 11,PULAU PINANG,P.044,PERMATANG PAUH,N. 11,PERMATANG PASIR,30464,75.38,22.08,2.14,0.00,0.10,0.03,0.27,99.99,0.01,0.00,0.00,5.5,18.66,19.52,18.14,17.54,12.44,6.19,1.68,0.32,49.5,50.5,SEMI URBAN
P.044_N. 12,PULAU PINANG,P.044,PERMATANG PAUH,N. 12,PENANTI,28170,79.79,17.77,1.66,0.01,0.09,0.05,0.62,99.85,0.01,0.14,0.00,6.16,20.86,22.38,16.77,15.42,11.44,5.06,1.66,0.24,48.9,51.1,URBAN
P.045_N. 13,PULAU PINANG,P.045,BUKIT MERTAJAM,N. 13,BERAPIT,29076,5.05,83.59,10.77,0.00,0.10,0.05,0.43,99.93,0.01,0.05,0.00,4,14.87,17.88,17.34,17.2,16.03,9.24,2.95,0.49,48.6,51.4,URBAN
P.045_N. 14,PULAU PINANG,P.045,BUKIT MERTAJAM,N. 14,MACHANG BUBUK,56538,35.18,51.42,12.72,0.01,0.16,0.07,0.44,99.93,0.01,0.05,0.00,7.39,24.92,21.37,17.24,13.94,9.43,4.25,1.29,0.16,49,51,URBAN
P.045_N. 15,PULAU PINANG,P.045,BUKIT MERTAJAM,N. 15,PADANG LALANG,36001,12.94,78.43,8.18,0.00,0.09,0.01,0.34,99.98,0.02,0.00,0.00,4.52,16.11,19.6,18.33,15.82,14.09,8.65,2.41,0.48,48.9,51.1,URBAN
P.046_N. 16,PULAU PINANG,P.046,BATU KAWAN,N. 16,PERAI,20479,13.27,49.88,35.64,0.00,0.17,0.05,0.99,99.77,0.00,0.22,0.00,4.13,14.64,18.65,17.77,17.33,15.51,8.81,2.52,0.63,48.3,51.7,URBAN
P.046_N. 17,PULAU PINANG,P.046,BATU KAWAN,N. 17,BUKIT TENGAH,31635,36.06,46.08,16.76,0.03,0.28,0.11,0.68,99.90,0.00,0.10,0.00,7.1,21.25,20.6,18.16,15.6,10.38,5.21,1.46,0.24,49.1,50.9,URBAN
P.046_N. 18,PULAU PINANG,P.046,BATU KAWAN,N. 18,BUKIT TAMBUN,37496,17.70,62.54,19.28,0.01,0.16,0.04,0.27,99.66,0.00,0.34,0.00,6.85,22.47,19.84,17.73,15.76,10.47,5,1.59,0.27,49.4,50.6,URBAN
P.047_N. 19,PULAU PINANG,P.047,NIBONG TEBAL,N. 19,JAWI,36601,21.32,52.59,25.57,0.01,0.13,0.09,0.28,98.64,0.01,1.36,0.00,5.92,21.13,20.5,18,16.13,10.71,5.54,1.76,0.31,49.3,50.7,SEMI URBAN
P.047_N. 20,PULAU PINANG,P.047,NIBONG TEBAL,N. 20,SUNGAI BAKAP,38409,59.37,22.53,17.40,0.01,0.16,0.05,0.49,99.85,0.00,0.15,0.00,8.05,24.65,20.68,17.89,14.26,9.14,4.08,1.09,0.16,48.2,51.8,SEMI URBAN
P.047_N. 21,PULAU PINANG,P.047,NIBONG TEBAL,N. 21,SUNGAI ACHEH,26095,63.81,27.73,7.58,0.02,0.09,0.03,0.75,99.88,0.02,0.10,0.00,6.38,21.49,21.67,17.68,15.1,10.35,5.65,1.43,0.23,48.5,51.5,SEMI URBAN
P.048_N. 22,PULAU PINANG,P.048,BUKIT BENDERA,N. 22,TANJONG BUNGA,29477,25.92,59.47,12.10,0.01,0.23,0.17,2.11,99.10,0.04,0.25,0.61,4.62,16.48,17.38,17.05,16.91,14.43,9.2,3.25,0.69,48,52,URBAN
P.048_N. 23,PULAU PINANG,P.048,BUKIT BENDERA,N. 23,AIR PUTIH,15371,9.92,80.03,9.39,0.01,0.18,0.05,0.42,97.55,0.03,2.41,0.00,3.32,12.14,15.8,16.77,17.97,17.01,11.48,4.39,1.12,48.7,51.3,URBAN
P.048_N. 24,PULAU PINANG,P.048,BUKIT BENDERA,N. 24,KEBUN BUNGA,24532,7.20,74.97,16.93,0.00,0.04,0.05,0.80,99.98,0.02,0.00,0.00,2.88,10.95,13.97,16.04,19.9,18.04,11.99,5.27,0.96,46.7,53.3,URBAN
P.048_N. 25,PULAU PINANG,P.048,BUKIT BENDERA,N. 25,PULAU TIKUS,23257,13.74,75.23,8.60,0.02,0.43,0.30,1.68,97.93,0.03,0.59,1.45,3.21,12.91,16.35,15.58,16.5,16.06,12.03,5.83,1.54,46.1,53.9,URBAN
P.049_N. 26,PULAU PINANG,P.049,TANJONG,N. 26,PADANG KOTA,15165,8.06,72.55,18.50,0.01,0.09,0.07,0.73,99.40,0.00,0.40,0.20,1.87,7.52,9.85,13.16,18.1,22.35,15.27,6.57,5.33,51.5,48.5,URBAN
P.049_N. 27,PULAU PINANG,P.049,TANJONG,N. 27,PENGKALAN KOTA,21568,2.08,89.31,8.19,0.00,0.05,0.03,0.33,100.00,0.00,0.00,0.00,2.22,9.99,14.42,15.98,20.04,21.58,11.76,3.17,0.86,48.8,51.2,URBAN
P.049_N. 28,PULAU PINANG,P.049,TANJONG,N. 28,KOMTAR,15532,12.26,77.74,8.88,0.01,0.30,0.24,0.55,93.68,0.01,6.30,0.00,1.51,7.42,12.51,13.54,18.64,22.81,15.14,5.62,2.82,52.5,47.5,URBAN
P.050_N. 29,PULAU PINANG,P.050,JELUTONG,N. 29,DATOK KERAMAT,26791,27.02,55.44,16.51,0.03,0.28,0.13,0.59,96.44,0.01,3.55,0.00,3.46,14.12,17.84,16.94,17.54,16.49,9.53,3.15,0.93,49.2,50.8,URBAN
P.050_N. 30,PULAU PINANG,P.050,JELUTONG,N. 30,SUNGAI PINANG,34416,30.72,48.23,20.12,0.01,0.15,0.06,0.73,99.99,0.01,0.00,0.00,5.08,17.33,19.9,17.13,15.81,14.86,7.51,1.99,0.4,48.4,51.6,URBAN
P.050_N. 31,PULAU PINANG,P.050,JELUTONG,N. 31,BATU LANCANG,33106,6.63,84.33,8.30,0.00,0.09,0.07,0.58,99.76,0.02,0.22,0.00,3.58,14,17.38,18.84,16.91,15.45,9.6,3.54,0.7,46.9,53.1,URBAN
P.051_N. 32,PULAU PINANG,P.051,BUKIT GELUGOR,N. 32,SERI DELIMA,31574,22.15,64.56,12.38,0.00,0.05,0.05,0.81,99.81,0.05,0.00,0.14,4.55,14.58,16.84,18.15,16.47,13.9,10.38,4.29,0.84,47,53,URBAN
P.051_N. 33,PULAU PINANG,P.051,BUKIT GELUGOR,N. 33,AIR ITAM,23085,23.25,64.86,11.12,0.02,0.09,0.08,0.59,99.62,0.02,0.36,0.00,3.94,13.96,17.34,16.27,17.31,16.72,10,3.63,0.84,47.6,52.4,URBAN
P.051_N. 34,PULAU PINANG,P.051,BUKIT GELUGOR,N. 34,PAYA TERUBONG,62734,7.76,77.56,13.86,0.01,0.18,0.11,0.52,99.97,0.03,0.00,0.00,5.13,18.93,20.87,19.51,15.84,11.7,6.09,1.72,0.21,48.2,51.8,URBAN
P.052_N. 35,PULAU PINANG,P.052,BAYAN BARU,N. 35,BATU UBAN,43529,25.45,58.71,14.70,0.02,0.27,0.10,0.76,99.28,0.04,0.56,0.12,5.47,18.48,20.81,18.43,15.4,12.53,6.63,1.97,0.28,48.1,51.9,URBAN
P.052_N. 36,PULAU PINANG,P.052,BAYAN BARU,N. 36,PANTAI JEREJAK,29890,35.77,50.61,12.45,0.01,0.23,0.09,0.84,99.57,0.03,0.40,0.00,4.5,16.32,20.3,17.61,15.81,15.22,7.87,1.99,0.37,48.3,51.7,URBAN
P.052_N. 37,PULAU PINANG,P.052,BAYAN BARU,N. 37,BATU MAUNG,47226,53.11,36.15,9.49,0.02,0.36,0.28,0.58,96.07,0.02,0.00,3.91,6.02,20.51,22.47,18.75,14.91,10.96,4.86,1.32,0.18,49.2,50.8,URBAN
P.053_N. 38,PULAU PINANG,P.053,BALIK PULAU,N. 38,BAYAN LEPAS,39754,63.23,30.16,5.65,0.02,0.22,0.12,0.60,99.63,0.02,0.36,0.00,7.54,23.72,20.7,16.75,14.87,10.54,4.43,1.25,0.22,49.8,50.2,URBAN
P.053_N. 39,PULAU PINANG,P.053,BALIK PULAU,N. 39,PULAU BETONG,23838,66.32,28.44,4.27,0.03,0.33,0.21,0.40,97.16,0.01,2.83,0.00,5.73,21.1,21.08,16.88,15.91,11.22,5.7,2.02,0.34,50.5,49.5,SEMI URBAN
P.053_N. 40,PULAU PINANG,P.053,BALIK PULAU,N. 40,TELOK BAHANG,17927,68.14,27.58,3.65,0.02,0.13,0.07,0.41,99.86,0.01,0.13,0.00,5.59,18.19,19.94,17.97,17.36,12.76,6.09,1.77,0.33,49.3,50.7,SEMI URBAN
P.092_N. 01,SELANGOR,P.092,SABAK BERNAM,N. 01,SUNGAI AIR TAWAR,20026,84.36,12.18,2.73,0.01,0.05,0.08,0.59,99.9,0,0.1,0,5.8,19.4,23.1,17.2,14.9,10.5,6.5,2.2,0.4,49.6,50.4,RURAL
P.092_N. 02,SELANGOR,P.092,SABAK BERNAM,N. 02,SABAK,31816,79.57,13.45,6.22,0.02,0.12,0.08,0.53,99.88,0.01,0.1,0.01,6.1,21,23.7,16.7,14.3,10.5,5.7,1.6,0.4,48.9,51.1,SEMI URBAN
P.093_N. 03,SELANGOR,P.093,SUNGAI BESAR,N. 03,SUNGAI PANJANG,40786,81.28,16.07,1.58,0.02,0.14,0.06,0.85,99.27,0,0.73,0,6.4,23.2,24.9,16.5,13.7,9,4.8,1.4,0.3,50,50,SEMI URBAN
P.093_N. 04,SELANGOR,P.093,SUNGAI BESAR,N. 04,SEKINCHAN,23936,43.9,51.65,2.92,0.03,0.31,0.1,1.09,99.9,0.01,0.09,0,4.6,19.5,23.2,18.3,16.1,10.8,5.5,1.8,0.3,51.4,48.6,SEMI URBAN
P.094_N. 05,SELANGOR,P.094,HULU SELANGOR,N. 05,HULU BERNAM,30367,70.13,14.82,13.07,0.69,0.14,0.06,1.11,99.87,0.01,0.12,0,5.7,19.2,22.3,17.9,15.1,10.8,6.4,2.3,0.4,49.2,50.8,RURAL
P.094_N. 06,SELANGOR,P.094,HULU SELANGOR,N. 06,KUALA KUBU BAHARU,40015,46.42,30.65,18.06,2.94,0.29,0.35,1.28,97.97,0,1.39,0.64,6.2,21.5,21.9,16.6,15.4,11.4,5,1.7,0.4,50.1,49.9,SEMI URBAN
