UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2023)
P.094_N. 07,SELANGOR,P.094,HULU SELANGOR,N. 07,BATANG KALI,86282,69.01,12.8,14.12,1.72,0.42,0.24,1.68,99.67,0.02,0.32,0,9.5,28.9,20,14.9,14.5,8.5,2.7,0.8,0.2,49.4,50.6,SEMI URBAN
P.095_N. 08,SELANGOR,P.095,TANJONG KARANG,N. 08,SUNGAI BURONG,31715,83.19,12.86,2.54,0.01,0.14,0.05,1.21,99.9,0.01,0.1,0,6,21.6,23.7,18,14.8,9.4,4.9,1.5,0.3,50.4,49.6,RURAL
P.095_N. 09,SELANGOR,P.095,TANJONG KARANG,N. 09,PERMATANG,30796,63.23,21.51,13.81,0.02,0.07,0.04,1.32,99.99,0.01,0,0,6,20.3,22.6,17.8,14.6,11.2,5.4,1.6,0.5,49.9,50.1,RURAL
P.096_N. 10,SELANGOR,P.096,KUALA SELANGOR,N. 10,BUKIT MELAWATI,37956,60.36,15.42,21.91,0.02,0.19,0.09,2.01,99.13,0.01,0.86,0,6.8,23.2,23.5,16.9,13.7,9.9,4.5,1.2,0.3,49.8,50.2,SEMI URBAN
P.096_N. 11,SELANGOR,P.096,KUALA SELANGOR,N. 11,IJOK,30662,61.63,13.18,24.2,0.01,0.14,0.05,0.8,99.92,0,0.08,0,6.4,21.4,22.5,17.9,15.2,10.1,4.8,1.4,0.3,49.2,50.8,SEMI URBAN
P.096_N. 12,SELANGOR,P.096,KUALA SELANGOR,N. 12,JERAM,36707,79.98,6.73,11.72,0.05,0.32,0.16,1.05,99.93,0.01,0.06,0,10.3,28,19.9,16.1,14.1,7.6,2.9,0.8,0.2,49.3,50.7,SEMI URBAN
P.097_N. 13,SELANGOR,P.097,SELAYANG,N. 13,KUANG,45606,76.87,9.9,8.37,0.82,0.39,0.25,3.4,99.93,0,0.07,0,10,28.3,20.7,15.8,13.1,8,3.2,0.7,0.1,49.2,50.8,SEMI URBAN
P.097_N. 14,SELANGOR,P.097,SELAYANG,N. 14,RAWANG,76841,31.92,38.7,25.71,0.04,0.49,0.28,2.86,99.74,0.02,0.14,0.1,8.3,25.8,20.1,16.4,14.4,9.5,4,1.3,0.3,49.8,50.2,URBAN
P.097_N. 15,SELANGOR,P.097,SELAYANG,N. 15,TAMAN TEMPLER,62978,59.17,22.08,14.59,0.15,0.38,0.2,3.44,98.79,0.01,1.2,0,6.8,21.8,23.3,16.9,14.7,11.4,4.1,1,0.1,49.6,50.4,URBAN
P.098_N. 16,SELANGOR,P.098,GOMBAK,N. 16,SUNGAI TUA,49055,57.36,12.44,23.2,0.12,0.31,0.14,6.42,99.68,0.02,0,0.31,6.5,20.6,21.8,18.8,15.2,11.1,4.8,1,0.2,49.7,50.3,URBAN
P.098_N. 17,SELANGOR,P.098,GOMBAK,N. 17,GOMBAK SETIA,88480,67.44,11.76,9.42,1.05,0.23,0.16,9.94,99.82,0.03,0.11,0.04,7.4,23.9,24,16.5,12.7,10.4,4.3,0.8,0.1,49.7,50.3,URBAN
P.098_N. 18,SELANGOR,P.098,GOMBAK,N. 18,HULU KELANG,71702,81.97,8.65,4.03,0.13,0.26,0.14,4.82,99.71,0.06,0.23,0,5.7,19.1,22.3,18.5,14,12.2,6.6,1.4,0.2,49.5,50.5,URBAN
P.099_N. 19,SELANGOR,P.099,AMPANG,N. 19,BUKIT ANTARABANGSA,69501,47.19,40.58,7.25,0.02,0.49,0.28,4.18,99.45,0.05,0.5,0,6.3,20,19.7,17.1,15.9,12.5,6.3,2,0.3,49.1,50.9,URBAN
P.099_N. 20,SELANGOR,P.099,AMPANG,N. 20,LEMBAH JAYA,65650,56.91,22.92,12.11,0.03,0.4,0.21,7.41,99.97,0.03,0,0,6.1,21.6,23.2,17.5,14.4,11.5,4.5,1,0.1,49.4,50.6,URBAN
P.100_N. 21,SELANGOR,P.100,PANDAN,N. 21,PANDAN INDAH,70776,55.18,30.9,7.54,0.03,0.91,0.33,5.1,99.25,0.03,0.73,0,5.2,19.7,23.5,18,15.5,12.3,4.4,1,0.1,49.8,50.2,URBAN
P.100_N. 22,SELANGOR,P.100,PANDAN,N. 22,TERATAI,79579,26.69,61.63,8.17,0.03,0.63,0.28,2.56,99.98,0.02,0,0,5.7,19.6,21.6,18.8,16.3,11.9,4.8,1.2,0.1,48.7,51.3,URBAN
P.101_N. 23,SELANGOR,P.101,HULU LANGAT,N. 23,DUSUN TUA,74419,57.29,28.45,7.54,1.23,0.5,0.31,4.68,96.63,0.02,3.35,0,6.7,23.1,23.1,16.4,14,10.9,4.5,1.2,0.2,50.6,49.4,URBAN
P.101_N. 24,SELANGOR,P.101,HULU LANGAT,N. 24,SEMENYIH,97300,69.1,14.8,12.88,0.64,0.47,0.28,1.83,99.08,0.02,0.9,0,10.3,27.7,20.3,16.2,13.3,8.4,3,0.8,0.1,49.6,50.4,URBAN
P.102_N. 25,SELANGOR,P.102,BANGI,N. 25,KAJANG,109785,39.09,43.44,14.39,0.03,0.56,0.3,2.19,99.2,0.03,0.74,0.03,7.8,24.9,21.8,17.2,13.7,9.6,3.9,1,0.1,49.5,50.5,URBAN
P.102_N. 26,SELANGOR,P.102,BANGI,N. 26,SUNGAI RAMAL,97415,76.56,9.45,9.19,0.05,0.66,0.41,3.67,99.23,0.05,0.12,0.59,9.8,27.4,22.4,16.1,12.7,8.3,2.8,0.4,0.1,49.7,50.3,URBAN
P.102_N. 27,SELANGOR,P.102,BANGI,N. 27,BALAKONG,104269,33.42,55.16,9.2,0.03,0.61,0.33,1.25,99.95,0.02,0.02,0,7.7,24.1,20.8,16.8,14.5,10.5,4.2,1.2,0.1,49.1,50.9,URBAN
P.103_N. 28,SELANGOR,P.103,PUCHONG,N. 28,SERI KEMBANGAN,62822,11.17,78.61,8.81,0.02,0.49,0.24,0.66,99.81,0.01,0.18,0,5.2,18.7,19.8,19,16.4,12.8,6,1.9,0.2,50,50,URBAN
P.103_N. 29,SELANGOR,P.103,PUCHONG,N. 29,SERI SERDANG,93235,55.28,29.47,12.27,0.32,0.82,0.35,1.48,99.75,0.02,0.2,0.04,9.1,25.6,19.2,19.4,14.5,8,3.3,0.7,0.1,50,50,URBAN
P.104_N. 30,SELANGOR,P.104,SUBANG,N. 30,KINRARA,123782,25.28,53.15,19.34,0.04,0.63,0.43,1.13,99.22,0.03,0.63,0.13,8.2,23.4,18.6,18.5,16.8,9.7,3.7,1,0.1,49.7,50.3,URBAN
P.104_N. 31,SELANGOR,P.104,SUBANG,N. 31,SUBANG JAYA,111970,27.44,55.23,13.97,0.02,1.02,0.45,1.86,99.06,0.08,0.86,0,4.5,18.6,21.5,16.4,15.6,15.7,6.2,1.4,0.2,48.9,51.1,URBAN
P.105_N. 32,SELANGOR,P.105,PETALING JAYA,N. 32,SERI SETIA,80371,52.15,20.62,23.44,0.04,1.11,0.48,2.16,95.33,0.03,0.23,4.41,6.1,20.5,22.7,18.5,15.4,10.9,4.5,1.2,0.2,50,50,URBAN
P.105_N. 33,SELANGOR,P.105,PETALING JAYA,N. 33,TAMAN MEDAN,61959,65.09,12.03,19.92,0.01,0.36,0.18,2.41,99.99,0.01,0,0,5.9,19.7,21.4,19.4,15.3,11.3,5.4,1.4,0.3,49.2,50.8,URBAN
P.105_N. 34,SELANGOR,P.105,PETALING JAYA,N. 34,BUKIT GASING,54238,16.98,62.1,17.66,0.06,0.33,0.21,2.66,98.43,0.05,1.52,0,2.8,10.4,13.6,15.4,18.1,18.9,13.3,5.8,1.7,48.4,51.6,URBAN
P.106_N. 35,SELANGOR,P.106,DAMANSARA,N. 35,KAMPUNG TUNKU,58357,15,72.51,10.22,0.01,0.3,0.16,1.8,99.51,0.03,0.46,0,2.9,9.6,13.1,17,18.2,17.9,14.3,6,1,47.6,52.4,URBAN
P.106_N. 36,SELANGOR,P.106,DAMANSARA,N. 36,BANDAR UTAMA,73038,15.07,72.63,8.61,0.01,0.33,0.18,3.19,99.67,0.05,0.28,0,4.5,15.7,18.6,18.4,15.8,15.3,9,2.3,0.4,48.8,51.2,URBAN
P.106_N. 37,SELANGOR,P.106,DAMANSARA,N. 37,BUKIT LANJAN,110583,27.71,58.24,10.78,0.55,0.71,0.33,1.68,99.92,0.04,0.04,0,7.5,23.2,21.1,18.9,14.9,9.3,3.8,1,0.1,49,51,URBAN
P.107_N. 38,SELANGOR,P.107,SUNGAI BULOH,N. 38,PAYA JARAS,72563,66.42,15.54,9.1,0.15,0.41,0.25,8.12,99.14,0.02,0.02,0.81,9.5,27.4,22.5,16.2,12.8,8,2.8,0.6,0.1,50,50,URBAN
P.107_N. 39,SELANGOR,P.107,SUNGAI BULOH,N. 39,KOTA DAMANSARA,90130,60.55,24.69,11.02,0.05,1.1,0.54,2.05,97.58,0.04,0.83,1.55,9.3,26.4,20.2,17.6,14.7,8.1,3,0.7,0.1,50.1,49.9,URBAN
P.108_N. 40,SELANGOR,P.108,SHAH ALAM,N. 40,KOTA ANGGERIK,95104,72.3,17.3,8.48,0.19,0.53,0.35,0.85,97.38,0.06,2.5,0.06,9.4,25.9,21.5,17.1,12.3,9,3.9,0.8,0.1,50.3,49.7,URBAN
P.108_N. 41,SELANGOR,P.108,SHAH ALAM,N. 41,BATU TIGA,75486,74.96,7.47,15.47,0.03,0.56,0.21,1.3,99.99,0.01,0,0,6.2,19.9,22.6,19.2,14.9,12,4.4,0.6,0.1,49.5,50.5,URBAN
P.109_N. 42,SELANGOR,P.109,KAPAR,N. 42,MERU,65801,57.17,16.74,24.48,0.03,0.38,0.18,1.02,98.97,0.01,1.02,0,8.8,27.3,22,17,13.5,7.8,2.9,0.6,0.1,49.4,50.6,URBAN
P.109_N. 43,SELANGOR,P.109,KAPAR,N. 43,SEMENTA,68969,74.49,13.33,10.15,0.02,0.26,0.13,1.62,99.99,0.01,0,0,8.5,25.9,22,17,14,8.4,3.4,0.8,0.1,50.1,49.9,URBAN
P.109_N. 44,SELANGOR,P.109,KAPAR,N. 44,SELAT KLANG,57613,73.99,15.05,6.78,0.18,0.97,0.14,2.9,99.94,0.01,0.05,0,7,22.5,21.8,17.5,15.2,10.3,4.5,1,0.2,49.7,50.3,URBAN
P.110_N. 45,SELANGOR,P.110,KLANG,N. 45,BANDAR BARU KLANG,82826,16.02,67.65,15.18,0.01,0.27,0.1,0.77,99.97,0.03,0,0,5,18.2,19.3,18.3,15.7,13.9,7.1,2.1,0.4,49.3,50.7,URBAN
P.110_N. 46,SELANGOR,P.110,KLANG,N. 46,PELABUHAN KLANG,51907,61.96,18.07,16.39,0.39,0.9,0.31,1.98,98.94,0.01,0.25,0.8,8.1,23.3,20.5,19.1,14.7,9.2,4,1,0.2,50.5,49.5,URBAN
P.110_N. 47,SELANGOR,P.110,KLANG,N. 47,PANDAMARAN,75777,15.37,59.26,22.81,0.02,1.04,0.22,1.29,98.97,0.02,1.01,0,4.3,15.1,18,18.2,17.1,15.4,8.7,2.6,0.7,49.9,50.1,URBAN
P.111_N. 48,SELANGOR,P.111,KOTA RAJA,N. 48,SENTOSA,90270,15.1,41.02,41.08,0.02,1.61,0.22,0.95,99.97,0.03,0,0,8.5,25.8,22.6,18.2,13.1,7.9,3.2,0.7,0.1,48.7,51.3,URBAN
P.111_N. 49,SELANGOR,P.111,KOTA RAJA,N. 49,SUNGAI KANDIS,78605,69.05,12.98,15.17,0.04,0.69,0.21,1.86,99.97,0.03,0,0,9,25.1,22,17.6,13.1,8.8,3.5,0.7,0.2,49.2,50.8,URBAN
P.111_N. 50,SELANGOR,P.111,KOTA RAJA,N. 50,KOTA KEMUNING,81946,39.92,33.37,23.12,0.04,1.57,0.48,1.5,99.9,0.05,0.05,0,9.5,25.9,18.9,17.5,15.5,8.8,3.1,0.7,0.1,50.1,49.9,URBAN
P.112_N. 51,SELANGOR,P.112,KUALA LANGAT,N. 51,SIJANGKANG,62907,71.28,7.98,14.34,3.98,0.51,0.15,1.77,99.95,0.01,0.04,0,8.9,25.1,21.9,18.2,13.3,8.1,3.3,0.9,0.3,49.5,50.5,SEMI URBAN
P.112_N. 52,SELANGOR,P.112,KUALA LANGAT,N. 52,BANTING,44972,18.11,57.41,22.49,0.61,0.49,0.09,0.8,99.91,0.01,0.08,0,6.3,20.3,22.2,19.1,14.4,11.2,4.8,1.5,0.2,49.8,50.2,SEMI URBAN
P.112_N. 53,SELANGOR,P.112,KUALA LANGAT,N. 53,MORIB,43828,71.12,10.64,15.44,0.58,0.29,0.2,1.73,97.64,0,0.83,1.53,7.1,23.7,23.9,16.9,13,9.7,4.3,1.3,0.2,50,50,SEMI URBAN
P.113_N. 54,SELANGOR,P.113,SEPANG,N. 54,TANJONG SEPAT,32312,57.85,26.2,11.71,3.37,0.12,0.03,0.71,99.99,0.01,0,0,6,21.2,21.7,17.6,15.4,10.8,5.1,1.8,0.3,50.3,49.7,SEMI URBAN
P.113_N. 55,SELANGOR,P.113,SEPANG,N. 55,DENGKIL,93931,69.04,14.6,10.68,2.6,0.84,0.42,1.82,99.74,0.04,0.22,0,10.7,26.7,20.9,18.2,12.5,7.2,2.9,0.8,0.2,50,50,SEMI URBAN
P.113_N. 56,SELANGOR,P.113,SEPANG,N. 56,SUNGAI PELEK,47335,56.9,22.56,17.59,0.12,0.86,0.48,1.49,96.6,0.03,3.37,0,7.9,23.9,22.3,17.1,13.8,9.6,3.8,1.2,0.2,50.6,49.4,SEMI URBAN
P.126_N.01,NEGERI SEMBILAN,P.126,JELEBU,N.01,CHENNAH,14554,46.34,44.26,2.10,5.90,0.10,0.10,1.21,99.77,0.01,0.22,0,4.6,15,20.7,17.9,16.6,13.7,7.7,3.2,0.5,51.6,48.4,RURAL
P.126_N.02,NEGERI SEMBILAN,P.126,JELEBU,N.02,PERTANG,12897,65.55,19.97,6.68,7.14,0.17,0.02,0.47,99.9,0.01,0.09,0,4.5,15.9,22.8,21.7,13.9,11.2,7.6,2.1,0.4,50.7,49.3,RURAL
P.126_N.03,NEGERI SEMBILAN,P.126,JELEBU,N.03,SUNGAI LUI,20206,79.23,5.72,8.70,5.67,0.19,0.13,0.36,92.16,0,7.84,0,4.6,21.1,26.3,20.8,8,10.7,7.1,1.1,0.1,50.6,49.4,RURAL
P.126_N.04,NEGERI SEMBILAN,P.126,JELEBU,N.04,KLAWANG,13163,65.40,28.06,3.87,1.84,0.15,0.07,0.61,98.34,0.02,1.65,0,5.3,18.7,20.2,17.2,15.2,13.2,6.6,3,0.6,50.1,49.9,RURAL
P.127_N.05,NEGERI SEMBILAN,P.127,JEMPOL,N.05,SERTING,30287,77.64,12.51,8.69,0.26,0.10,0.10,0.70,99,0.01,1,0,4.7,21,30.9,14,10.7,13,4.4,1.2,0.2,49.1,50.9,SEMI URBAN
P.127_N.06,NEGERI SEMBILAN,P.127,JEMPOL,N.06,PALONG,23494,92.09,1.63,5.85,0.10,0.07,0.04,0.22,100,0,0,0,3.9,16.2,32.1,19.5,5.8,15.2,6.9,0.4,0,48.6,51.4,RURAL
P.127_N.07,NEGERI SEMBILAN,P.127,JEMPOL,N.07,JERAM PADANG,16332,51.17,9.69,33.63,4.73,0.08,0.11,0.59,99.9,0.01,0.09,0,5.8,19.1,23.1,19.8,12.5,11.2,6.7,1.4,0.3,48,52,RURAL
P.127_N.08,NEGERI SEMBILAN,P.127,JEMPOL,N.08,BAHAU,25769,29.56,58.90,10.58,0.07,0.16,0.06,0.67,99.65,0,0.35,0,5.3,18.7,20.9,16.8,15.1,13.2,6.9,2.8,0.4,49.7,50.3,SEMI URBAN
P.128_N.09,NEGERI SEMBILAN,P.128,SEREMBAN,N.09,LENGGENG,27386,75.67,14.98,5.33,2.45,0.20,0.15,1.22,99.77,0.02,0.21,0,6.7,23.8,21.5,15.2,14.7,11.3,4.8,1.6,0.4,49.3,50.7,URBAN
P.128_N.10,NEGERI SEMBILAN,P.128,SEREMBAN,N.10,NILAI,42168,43.40,31.91,21.63,0.72,0.71,0.46,1.17,98.96,0.02,0.94,0.08,9.3,25,19.7,17.6,13.5,9.2,4.1,1.4,0.3,50.8,49.2,SEMI URBAN
P.128_N.11,NEGERI SEMBILAN,P.128,SEREMBAN,N.11,LOBAK,23193,4.29,72.10,21.53,1.02,0.20,0.07,0.78,99.97,0.03,0,0,3.7,13.4,18.2,18.4,16.5,15.7,9.5,3.7,1,48,52,URBAN
P.128_N.12,NEGERI SEMBILAN,P.128,SEREMBAN,N.12,TEMIANG,13085,37.66,44.60,14.86,0.34,0.36,0.27,1.92,92.26,0.04,7.7,0,3.6,13.3,21,17.2,14.9,16.5,9.4,3.3,0.9,52.3,47.7,URBAN
P.128_N.13,NEGERI SEMBILAN,P.128,SEREMBAN,N.13,SIKAMAT,32343,70.49,19.70,7.97,0.06,0.36,0.20,1.22,99.44,0.03,0.53,0,7.3,23.6,23,16.6,12.4,10.6,5,1.2,0.2,48.8,51.2,URBAN
P.128_N.14,NEGERI SEMBILAN,P.128,SEREMBAN,N.14,AMPANGAN,20992,72.17,15.92,8.49,0.03,0.19,0.10,3.10,99.96,0.04,0,0,5,18.3,20.2,16.9,16,14,6.6,2.5,0.6,48.9,51.1,URBAN
P.129_N.15,NEGERI SEMBILAN,P.129,KUALA PILAH,N.15,JUASSEH,13408,79.50,11.87,5.40,2.11,0.16,0.11,0.84,99.99,0.01,0,0,5.7,19.7,20.7,16.5,14.8,12.7,6,3.1,0.7,48.6,51.4,RURAL
P.129_N.16,NEGERI SEMBILAN,P.129,KUALA PILAH,N.16,SERI MENANTI,10045,91.62,2.46,0.39,4.74,0.08,0.12,0.60,99.76,0,0.24,0,5.1,16.8,18.1,18.1,16.4,13.6,6.9,3.9,0.9,48.9,51.1,RURAL
P.129_N.17,NEGERI SEMBILAN,P.129,KUALA PILAH,N.17,SENALING,9886,80.11,15.51,3.63,0.06,0.03,0.11,0.55,99.97,0.03,0,0,4.5,15.1,22.3,18.2,12.6,15.3,7.9,3.4,0.6,49.9,50.1,RURAL
P.129_N.18,NEGERI SEMBILAN,P.129,KUALA PILAH,N.18,PILAH,17692,65.26,24.92,8.79,0.05,0.25,0.11,0.62,98.2,0.01,1.8,0,4.8,18.8,22.4,16.1,14.5,13.4,6.6,2.8,0.6,49.5,50.5,RURAL
P.129_N.19,NEGERI SEMBILAN,P.129,KUALA PILAH,N.19,JOHOL,12313,72.84,16.28,5.21,5.11,0.10,0.06,0.40,99.85,0.01,0.15,0,5,17.5,19.7,17.9,16.9,12.5,6.6,3.3,0.6,50.3,49.7,RURAL
P.130_N.20,NEGERI SEMBILAN,P.130,RASAH,N.20,LABU,30478,74.72,7.92,13.87,1.69,0.58,0.27,0.95,99.92,0.02,0.05,0,9.4,26.3,19.4,16.1,14.5,9.3,3.5,1.2,0.4,49.7,50.3,SEMI URBAN
P.130_N.21,NEGERI SEMBILAN,P.130,RASAH,N.21,BUKIT KEPAYANG,46229,26.59,49.25,22.23,0.19,0.38,0.21,1.15,98.58,0.04,1.39,0,8.4,24.8,19.5,15.5,12.9,10.9,5.8,1.8,0.5,49.6,50.4,URBAN
P.130_N.22,NEGERI SEMBILAN,P.130,RASAH,N.22,RAHANG,20182,29.21,44.89,22.76,0.10,0.38,0.36,2.29,92.31,0.01,0.21,7.46,2.8,12.8,19.5,17.6,15.9,15.7,10.6,4.1,1,50.1,49.9,URBAN
P.130_N.23,NEGERI SEMBILAN,P.130,RASAH,N.23,MAMBAU,28952,13.56,58.71,25.78,0.01,0.25,0.14,1.55,99.89,0.03,0.08,0,4.5,17.9,21.9,19,15.1,12.6,6.6,2.1,0.3,48.7,51.3,URBAN
P.130_N.24,NEGERI SEMBILAN,P.130,RASAH,N.24,SEREMBAN JAYA,32290,24.05,47.14,27.24,0.02,0.19,0.46,0.90,99.98,0.02,0,0,7.1,22.9,21.8,17.5,14.1,10.5,4.3,1.5,0.2,48.8,51.2,URBAN
P.131_N.25,NEGERI SEMBILAN,P.131,REMBAU,N.25,PAROI,60704,77.58,6.22,14.94,0.04,0.24,0.16,0.82,98.52,0.04,0.24,1.2,8.7,27.5,22.4,15.3,12.7,9.5,3.2,0.6,0.1,49,51,URBAN
P.131_N.26,NEGERI SEMBILAN,P.131,REMBAU,N.26,CHEMBONG,25625,81.20,6.36,9.97,1.36,0.15,0.11,0.84,98.75,0.01,1.24,0,6.7,23,21.2,15.2,14.8,11.5,5,2.1,0.5,48.4,51.6,SEMI URBAN
P.131_N.27,NEGERI SEMBILAN,P.131,REMBAU,N.27,RANTAU,32890,55.15,15.73,27.44,0.04,0.41,0.28,0.95,96.39,0.01,0.08,3.51,6.6,21.5,22.5,18.2,13.9,10.6,4.7,1.6,0.4,50.2,49.8,SEMI URBAN
P.131_N.28,NEGERI SEMBILAN,P.131,REMBAU,N.28,KOTA,16510,86.01,6.70,5.17,1.14,0.13,0.06,0.78,99.9,0.02,0.08,0,4.6,16.8,20.9,17.2,16.1,13.3,7,3.4,0.7,48.8,51.2,RURAL
P.132_N.29,NEGERI SEMBILAN,P.132,PORT DICKSON,N.29,CHUAH,15095,23.70,54.08,21.40,0.08,0.13,0.12,0.49,99.8,0.01,0.19,0,4.8,16.2,20.1,19,17.1,12.7,7.2,2.6,0.4,50.8,49.2,RURAL
P.132_N.30,NEGERI SEMBILAN,P.132,PORT DICKSON,N.30,LUKUT,26806,22.98,49.22,26.21,0.01,0.24,0.25,1.09,99.9,0.01,0.09,0,6.9,23.1,21.7,17.7,14.4,9.9,4.7,1.4,0.3,49.8,50.2,SEMI URBAN
P.132_N.31,NEGERI SEMBILAN,P.132,PORT DICKSON,N.31,BAGAN PINANG,27790,75.85,6.90,10.01,2.00,1.84,1.88,1.51,68.49,0,0.1,31.41,16.1,30,19.9,12.5,10.1,7.1,3.1,1,0.3,59.7,40.3,SEMI URBAN
P.132_N.32,NEGERI SEMBILAN,P.132,PORT DICKSON,N.32,LINGGI,20696,61.03,17.23,17.62,1.38,0.72,0.94,1.09,87.58,0,0.2,12.21,4.2,19.1,25.5,18.6,13.6,10.9,5.7,1.8,0.5,50.8,49.2,RURAL
P.132_N.33,NEGERI SEMBILAN,P.132,PORT DICKSON,N.33,SRI TANJUNG,19431,37.46,31.39,28.10,0.01,0.99,0.47,1.58,98.08,0.01,1.91,0,5.2,18.5,20.3,17.5,14.3,14.1,7.1,2.3,0.6,49.7,50.3,SEMI URBAN
P.133_N.34,NEGERI SEMBILAN,P.133,TAMPIN,N.34,GEMAS,29648,83.37,7.74,4.85,0.21,1.21,2.00,0.61,82.8,0,0.11,17.08,4.5,21.7,30.5,19,8.1,10.2,4.8,1.1,0.2,52.1,47.9,SEMI URBAN
P.133_N.35,NEGERI SEMBILAN,P.133,TAMPIN,N.35,GEMENCHEH,24602,61.92,22.16,15.16,0.06,0.06,0.08,0.56,99.88,0.01,0.11,0,5.2,18.7,21.4,18.6,15.6,11.3,6,2.9,0.3,49.9,50.1,RURAL
P.133_N.36,NEGERI SEMBILAN,P.133,TAMPIN,N.36,REPAH,27284,39.54,41.39,17.60,0.42,0.13,0.08,0.85,98.86,0.01,1.13,0,5.3,20.4,22.8,16.7,14.1,12.5,6,2,0.3,49.4,50.6,SEMI URBAN